w_judge,e_judge,w_rank,w_name,ruler,e_rank,e_name,year,month,day
0,1,J4e,Ushiomaru,uwatedashinage,J5e,Shunketsu,2007,09,15
0,1,J12w,Kyokunankai,oshidashi,J4w,Tochinohana,2007,09,15
0,1,J12e,Tamarikido,oshidashi,J5w,Satoyama,2007,09,15
1,0,J14w,Ryuho,yorikiri,J6w,Shirononami,2007,09,15
1,0,J7e,Mokonami,yorikiri,J13w,Jumonji,2007,09,15
0,1,J14e,Asofuji,yorikiri,J9w,Baruto,2007,09,15
1,0,J10e,Kotokasuga,tsukiotoshi,J13e,Katayama,2007,09,15
0,1,Ms4e,Kimurayama,hatakikomi,J11w,Sakaizawa,2007,09,15
0,1,Y1e,Hakuho,yorikiri,K1w,Kotoshogiku,2007,11,1
0,1,O1e,Kotomitsuki,oshitaoshi,K1e,Ama,2007,11,1
0,1,M1e,Homasho,oshidashi,O1w,Chiyotaikai,2007,11,1
1,0,O2e,Kotooshu,uwatedashinage,M1w,Miyabiyama,2007,11,1
1,0,M2e,Kisenosato,yorikiri,O2w,Kaio,2007,11,1
0,1,S1e,Aminishiki,yorikiri,M2w,Dejima,2007,11,1
0,1,M3e,Kakuryu,shitatedashinage,S1w,Asasekiryu,2007,11,1
0,1,M4w,Kyokutenho,yorikiri,M3w,Tokitenku,2007,11,1
1,0,M4e,Toyonoshima,tsukiotoshi,M5e,Takekaze,2007,11,1
1,0,M6e,Tamanoshima,yoritaoshi,M5w,Kasugao,2007,11,1
1,0,M7w,Tochinonada,yoritaoshi,M6w,Goeido,2007,11,1
0,1,M7e,Toyohibiki,sukuinage,M8e,Wakanosato,2007,11,1
0,1,M9e,Tamakasuga,yorikiri,M8w,Takamisakari,2007,11,1
1,0,M10e,Hokutoriki,oshidashi,M9w,Futeno,2007,11,1
0,1,M11e,Tosanoumi,yorikiri,M10w,Yoshikaze,2007,11,1
0,1,M12e,Roho,yorikiri,M13e,Kokkai,2007,11,1
1,0,M13w,Wakanoho,oshidashi,M12w,Hakurozan,2007,11,1
1,0,M14e,Kakizoe,oshitaoshi,M14w,Kaiho,2007,11,1
0,1,M15e,Tochiozan,tsukidashi,M15w,Wakakirin,2007,11,1
1,0,M16e,Baruto,yorikiri,M16w,Kasuganishiki,2007,11,1
1,0,J1e,Iwakiyama,hatakikomi,J1w,Toyozakura,2007,11,1
0,1,J2e,Hochiyama,tsukiotoshi,J2w,Hakuba,2007,11,1
0,1,J3e,Tochinohana,yorikiri,J3w,Otsukasa,2007,11,1
1,0,J4e,Shimootori,yorikiri,J4w,Kitazakura,2007,11,1
1,0,J5e,Chiyohakuho,oshidashi,J5w,Ryuo,2007,11,1
0,1,J6e,Shunketsu,oshidashi,J6w,Kotokasuga,2007,11,1
1,0,J7e,Kitataiki,yorikiri,J7w,Ushiomaru,2007,11,1
1,0,J8e,Koryu,tsukiotoshi,J8w,Masatsukasa,2007,11,1
0,1,J9e,Satoyama,yorikiri,J9w,Hoshihikari,2007,11,1
0,1,J10e,Mokonami,yorikiri,J10w,Shirononami,2007,11,1
1,0,J11e,Ichihara,yorikiri,J11w,Katayama,2007,11,1
0,1,J12e,Jumonji,okurinage,J12w,Asofuji,2007,11,1
1,0,J13e,Sakaizawa,hatakikomi,J13w,Kyokunankai,2007,11,1
1,0,J14e,Sagatsukasa,sukuinage,J14w,Yoshiazuma,2007,11,1
1,0,Y1e,Hakuho,yorikiri,M1e,Homasho,2007,11,2
0,1,K1w,Kotoshogiku,oshidashi,O1w,Chiyotaikai,2007,11,2
0,1,O2e,Kotooshu,oshidashi,K1e,Ama,2007,11,2
0,1,M1w,Miyabiyama,yorikiri,O2w,Kaio,2007,11,2
1,0,O1e,Kotomitsuki,yorikiri,M2e,Kisenosato,2007,11,2
1,0,M2w,Dejima,oshidashi,S1w,Asasekiryu,2007,11,2
1,0,S1e,Aminishiki,oshidashi,M3e,Kakuryu,2007,11,2
1,0,M5e,Takekaze,hikiotoshi,M3w,Tokitenku,2007,11,2
0,1,M4e,Toyonoshima,kotenage,M4w,Kyokutenho,2007,11,2
1,0,M6w,Goeido,yorikiri,M5w,Kasugao,2007,11,2
1,0,M6e,Tamanoshima,hatakikomi,M7e,Toyohibiki,2007,11,2
1,0,M8w,Takamisakari,yorikiri,M7w,Tochinonada,2007,11,2
1,0,M8e,Wakanosato,yorikiri,M9e,Tamakasuga,2007,11,2
0,1,M10w,Yoshikaze,oshidashi,M9w,Futeno,2007,11,2
0,1,M10e,Hokutoriki,okuridashi,M11e,Tosanoumi,2007,11,2
0,1,M13e,Kokkai,yorikiri,M12w,Hakurozan,2007,11,2
1,0,M12e,Roho,tsuridashi,M13w,Wakanoho,2007,11,2
0,1,M16w,Kasuganishiki,uwatenage,M14w,Kaiho,2007,11,2
0,1,M14e,Kakizoe,oshidashi,M15e,Tochiozan,2007,11,2
1,0,M16e,Baruto,oshidashi,M15w,Wakakirin,2007,11,2
1,0,J2e,Hochiyama,hatakikomi,J1w,Toyozakura,2007,11,2
1,0,J1e,Iwakiyama,yorikiri,J2w,Hakuba,2007,11,2
1,0,J4w,Kitazakura,yorikiri,J3w,Otsukasa,2007,11,2
0,1,J3e,Tochinohana,yorikiri,J4e,Shimootori,2007,11,2
1,0,J6w,Kotokasuga,yorikiri,J5w,Ryuo,2007,11,2
0,1,J5e,Chiyohakuho,oshidashi,J6e,Shunketsu,2007,11,2
1,0,J8w,Masatsukasa,okuritaoshi,J7w,Ushiomaru,2007,11,2
0,1,J7e,Kitataiki,hikiotoshi,J8e,Koryu,2007,11,2
0,1,J10w,Shirononami,yoritaoshi,J9w,Hoshihikari,2007,11,2
1,0,J9e,Satoyama,hikiotoshi,J10e,Mokonami,2007,11,2
0,1,J12w,Asofuji,hatakikomi,J11w,Katayama,2007,11,2
1,0,J11e,Ichihara,yorikiri,J12e,Jumonji,2007,11,2
1,0,J14w,Yoshiazuma,yoritaoshi,J13w,Kyokunankai,2007,11,2
1,0,J13e,Sakaizawa,okuritaoshi,J14e,Sagatsukasa,2007,11,2
1,0,Y1e,Hakuho,uwatenage,M1w,Miyabiyama,2007,11,3
1,0,O2e,Kotooshu,yorikiri,M1e,Homasho,2007,11,3
0,1,K1w,Kotoshogiku,yorikiri,O2w,Kaio,2007,11,3
1,0,O1e,Kotomitsuki,katasukashi,M2w,Dejima,2007,11,3
0,1,M2e,Kisenosato,yorikiri,O1w,Chiyotaikai,2007,11,3
0,1,S1e,Aminishiki,hatakikomi,M3w,Tokitenku,2007,11,3
0,1,K1e,Ama,hatakikomi,S1w,Asasekiryu,2007,11,3
0,1,M3e,Kakuryu,sukuinage,M4e,Toyonoshima,2007,11,3
1,0,M5e,Takekaze,katasukashi,M4w,Kyokutenho,2007,11,3
0,1,M7w,Tochinonada,uwatenage,M5w,Kasugao,2007,11,3
0,1,M6e,Tamanoshima,uwatenage,M6w,Goeido,2007,11,3
0,1,M7e,Toyohibiki,yorikiri,M8w,Takamisakari,2007,11,3
1,0,M8e,Wakanosato,yorikiri,M9w,Futeno,2007,11,3
1,0,M9e,Tamakasuga,yorikiri,M10e,Hokutoriki,2007,11,3
1,0,M12e,Roho,oshidashi,M10w,Yoshikaze,2007,11,3
0,1,M11e,Tosanoumi,hatakikomi,M13e,Kokkai,2007,11,3
1,0,M14e,Kakizoe,oshidashi,M12w,Hakurozan,2007,11,3
0,1,M14w,Kaiho,hatakikomi,M13w,Wakanoho,2007,11,3
0,1,M15e,Tochiozan,yorikiri,M16e,Baruto,2007,11,3
1,0,M16w,Kasuganishiki,yorikiri,M15w,Wakakirin,2007,11,3
1,0,J1e,Iwakiyama,oshidashi,J3e,Tochinohana,2007,11,3
1,0,J3w,Otsukasa,oshidashi,J1w,Toyozakura,2007,11,3
0,1,J2e,Hochiyama,yorikiri,J4e,Shimootori,2007,11,3
1,0,J4w,Kitazakura,okuridashi,J2w,Hakuba,2007,11,3
1,0,J5e,Chiyohakuho,tsukidashi,J6w,Kotokasuga,2007,11,3
0,1,J6e,Shunketsu,yorikiri,J5w,Ryuo,2007,11,3
0,1,J7e,Kitataiki,utchari,J8w,Masatsukasa,2007,11,3
0,1,J8e,Koryu,sukuinage,J7w,Ushiomaru,2007,11,3
0,1,J9e,Satoyama,yorikiri,J11e,Ichihara,2007,11,3
1,0,J10e,Mokonami,tsuridashi,J9w,Hoshihikari,2007,11,3
0,1,J11w,Katayama,tsukiotoshi,J10w,Shirononami,2007,11,3
0,1,J12e,Jumonji,katasukashi,J13e,Sakaizawa,2007,11,3
0,1,J14w,Yoshiazuma,shitatenage,J12w,Asofuji,2007,11,3
0,1,J14e,Sagatsukasa,yoritaoshi,J13w,Kyokunankai,2007,11,3
1,0,Y1e,Hakuho,yorikiri,M2e,Kisenosato,2007,11,4
0,1,M1e,Homasho,oshidashi,O2w,Kaio,2007,11,4
1,0,O1e,Kotomitsuki,hatakikomi,M1w,Miyabiyama,2007,11,4
0,1,K1e,Ama,kotenage,O1w,Chiyotaikai,2007,11,4
0,1,O2e,Kotooshu,yorikiri,M2w,Dejima,2007,11,4
0,1,M3w,Tokitenku,yorikiri,S1w,Asasekiryu,2007,11,4
1,0,S1e,Aminishiki,yorikiri,K1w,Kotoshogiku,2007,11,4
1,0,M3e,Kakuryu,yoritaoshi,M4w,Kyokutenho,2007,11,4
1,0,M4e,Toyonoshima,yorikiri,M5w,Kasugao,2007,11,4
0,1,M5e,Takekaze,yorikiri,M6w,Goeido,2007,11,4
0,1,M6e,Tamanoshima,yorikiri,M7w,Tochinonada,2007,11,4
1,0,M7e,Toyohibiki,oshidashi,M9w,Futeno,2007,11,4
1,0,M10w,Yoshikaze,utchari,M8w,Takamisakari,2007,11,4
1,0,M8e,Wakanosato,oshidashi,M10e,Hokutoriki,2007,11,4
0,1,M9e,Tamakasuga,oshidashi,M12w,Hakurozan,2007,11,4
0,1,M11e,Tosanoumi,hatakikomi,M14e,Kakizoe,2007,11,4
0,1,M12e,Roho,tsukidashi,M15w,Wakakirin,2007,11,4
1,0,M16e,Baruto,yorikiri,M13w,Wakanoho,2007,11,4
0,1,M13e,Kokkai,yorikiri,M16w,Kasuganishiki,2007,11,4
1,0,M15e,Tochiozan,yorikiri,M14w,Kaiho,2007,11,4
0,1,J3e,Tochinohana,sotogake,J1w,Toyozakura,2007,11,4
1,0,J1e,Iwakiyama,abisetaoshi,J3w,Otsukasa,2007,11,4
1,0,J4e,Shimootori,yorikiri,J2w,Hakuba,2007,11,4
0,1,J2e,Hochiyama,oshidashi,J4w,Kitazakura,2007,11,4
0,1,J7e,Kitataiki,hatakikomi,J5w,Ryuo,2007,11,4
0,1,J5e,Chiyohakuho,yorikiri,J7w,Ushiomaru,2007,11,4
0,1,J9e,Satoyama,oshidashi,J6w,Kotokasuga,2007,11,4
0,1,J6e,Shunketsu,shitatenage,J9w,Hoshihikari,2007,11,4
1,0,J11w,Katayama,kotenage,J8w,Masatsukasa,2007,11,4
1,0,J8e,Koryu,oshitaoshi,J12w,Asofuji,2007,11,4
0,1,J13w,Kyokunankai,tsukidashi,J10w,Shirononami,2007,11,4
0,1,J10e,Mokonami,yorikiri,J14w,Yoshiazuma,2007,11,4
0,1,J11e,Ichihara,yorikiri,J13e,Sakaizawa,2007,11,4
0,1,J12e,Jumonji,oshidashi,J14e,Sagatsukasa,2007,11,4
1,0,Y1e,Hakuho,sukuinage,M2w,Dejima,2007,11,5
1,0,O1e,Kotomitsuki,uchimuso,M3e,Kakuryu,2007,11,5
0,1,M1w,Miyabiyama,tsukidashi,O1w,Chiyotaikai,2007,11,5
0,1,O2e,Kotooshu,yorikiri,M2e,Kisenosato,2007,11,5
1,0,K1e,Ama,oshidashi,O2w,Kaio,2007,11,5
1,0,S1e,Aminishiki,tsukiotoshi,M1e,Homasho,2007,11,5
1,0,K1w,Kotoshogiku,yorikiri,S1w,Asasekiryu,2007,11,5
0,1,M5w,Kasugao,hikiotoshi,M3w,Tokitenku,2007,11,5
1,0,M4e,Toyonoshima,hikiotoshi,M7e,Toyohibiki,2007,11,5
0,1,M6e,Tamanoshima,tsukiotoshi,M4w,Kyokutenho,2007,11,5
0,1,M5e,Takekaze,hatakikomi,M9e,Tamakasuga,2007,11,5
0,1,M9w,Futeno,shitatedashinage,M6w,Goeido,2007,11,5
0,1,M8e,Wakanosato,okuridashi,M7w,Tochinonada,2007,11,5
NaN,NaN,M10e,Hokutoriki,fusen,M8w,Takamisakari,2007,11,5
1,0,M14w,Kaiho,sukuinage,M10w,Yoshikaze,2007,11,5
0,1,M11e,Tosanoumi,oshitaoshi,M15e,Tochiozan,2007,11,5
1,0,M12e,Roho,hikiotoshi,M14e,Kakizoe,2007,11,5
1,0,M16e,Baruto,yorikiri,M12w,Hakurozan,2007,11,5
1,0,M13e,Kokkai,hikiotoshi,M15w,Wakakirin,2007,11,5
0,1,M16w,Kasuganishiki,yorikiri,M13w,Wakanoho,2007,11,5
0,1,J1e,Iwakiyama,oshidashi,J5w,Ryuo,2007,11,5
1,0,J5e,Chiyohakuho,oshidashi,J1w,Toyozakura,2007,11,5
0,1,J2e,Hochiyama,sukuinage,J3w,Otsukasa,2007,11,5
0,1,J3e,Tochinohana,shitatenage,J2w,Hakuba,2007,11,5
1,0,J4e,Shimootori,yorikiri,J6e,Shunketsu,2007,11,5
0,1,J6w,Kotokasuga,yorikiri,J4w,Kitazakura,2007,11,5
0,1,J7e,Kitataiki,yorikiri,J10w,Shirononami,2007,11,5
0,1,J9e,Satoyama,tsukiotoshi,J7w,Ushiomaru,2007,11,5
0,1,J8e,Koryu,yorikiri,J12e,Jumonji,2007,11,5
1,0,J11e,Ichihara,sukuinage,J8w,Masatsukasa,2007,11,5
0,1,J13w,Kyokunankai,uwatenage,J9w,Hoshihikari,2007,11,5
0,1,J10e,Mokonami,yorikiri,J13e,Sakaizawa,2007,11,5
0,1,J14w,Yoshiazuma,hatakikomi,J11w,Katayama,2007,11,5
0,1,J14e,Sagatsukasa,okuritaoshi,J12w,Asofuji,2007,11,5
1,0,Y1e,Hakuho,uwatenage,M3e,Kakuryu,2007,11,6
0,1,S1e,Aminishiki,oshidashi,O1w,Chiyotaikai,2007,11,6
0,1,O2e,Kotooshu,katasukashi,M3w,Tokitenku,2007,11,6
1,0,M2w,Dejima,sukuinage,O2w,Kaio,2007,11,6
1,0,O1e,Kotomitsuki,yorikiri,M1e,Homasho,2007,11,6
1,0,M1w,Miyabiyama,yorikiri,S1w,Asasekiryu,2007,11,6
0,1,K1e,Ama,oshidashi,K1w,Kotoshogiku,2007,11,6
1,0,M2e,Kisenosato,yorikiri,M4e,Toyonoshima,2007,11,6
1,0,M6w,Goeido,kotenage,M4w,Kyokutenho,2007,11,6
1,0,M7e,Toyohibiki,tsukiotoshi,M5w,Kasugao,2007,11,6
0,1,M5e,Takekaze,okuridashi,M7w,Tochinonada,2007,11,6
0,1,M6e,Tamanoshima,yorikiri,M8e,Wakanosato,2007,11,6
1,0,M11e,Tosanoumi,hikiotoshi,M9w,Futeno,2007,11,6
0,1,M9e,Tamakasuga,hikiotoshi,M12e,Roho,2007,11,6
1,0,M13e,Kokkai,oshidashi,M10w,Yoshikaze,2007,11,6
0,1,M10e,Hokutoriki,oshidashi,M15e,Tochiozan,2007,11,6
1,0,M16w,Kasuganishiki,yorikiri,M12w,Hakurozan,2007,11,6
1,0,M15w,Wakakirin,oshidashi,M13w,Wakanoho,2007,11,6
1,0,J1w,Toyozakura,oshidashi,M14w,Kaiho,2007,11,6
1,0,M14e,Kakizoe,oshidashi,M16e,Baruto,2007,11,6
1,0,J1e,Iwakiyama,okuridashi,J5e,Chiyohakuho,2007,11,6
0,1,J3w,Otsukasa,yorikiri,J2w,Hakuba,2007,11,6
1,0,J2e,Hochiyama,uwatenage,J5w,Ryuo,2007,11,6
0,1,J3e,Tochinohana,sukuinage,J6e,Shunketsu,2007,11,6
0,1,J7w,Ushiomaru,okuridashi,J4w,Kitazakura,2007,11,6
1,0,J4e,Shimootori,oshidashi,J7e,Kitataiki,2007,11,6
1,0,J8w,Masatsukasa,okuritsuridashi,J6w,Kotokasuga,2007,11,6
1,0,J8e,Koryu,okuridashi,J9e,Satoyama,2007,11,6
0,1,J11w,Katayama,shitatenage,J9w,Hoshihikari,2007,11,6
0,1,J12e,Jumonji,yoritaoshi,J10w,Shirononami,2007,11,6
1,0,J10e,Mokonami,yoritaoshi,J11e,Ichihara,2007,11,6
1,0,J13w,Kyokunankai,okuridashi,J12w,Asofuji,2007,11,6
1,0,J13e,Sakaizawa,shitatenage,J14w,Yoshiazuma,2007,11,6
0,1,J14e,Sagatsukasa,yorikiri,Ms1e,Tochinoshin,2007,11,6
1,0,Y1e,Hakuho,yorikiri,M3w,Tokitenku,2007,11,7
NaN,NaN,O2e,Kotooshu,fusen,S1e,Aminishiki,2007,11,7
0,1,S1w,Asasekiryu,yorikiri,O2w,Kaio,2007,11,7
1,0,O1e,Kotomitsuki,yorikiri,M4w,Kyokutenho,2007,11,7
0,1,M3e,Kakuryu,tsukidashi,O1w,Chiyotaikai,2007,11,7
1,0,K1e,Ama,tottari,M1e,Homasho,2007,11,7
0,1,M1w,Miyabiyama,hatakikomi,K1w,Kotoshogiku,2007,11,7
0,1,M2e,Kisenosato,oshidashi,M2w,Dejima,2007,11,7
1,0,M4e,Toyonoshima,yorikiri,M6e,Tamanoshima,2007,11,7
0,1,M5e,Takekaze,oshidashi,M7e,Toyohibiki,2007,11,7
1,0,M9w,Futeno,yorikiri,M5w,Kasugao,2007,11,7
0,1,M9e,Tamakasuga,oshidashi,M6w,Goeido,2007,11,7
0,1,M10w,Yoshikaze,yorikiri,M7w,Tochinonada,2007,11,7
0,1,M8e,Wakanosato,yorikiri,M13w,Wakanoho,2007,11,7
1,0,M10e,Hokutoriki,oshidashi,M14e,Kakizoe,2007,11,7
0,1,M11e,Tosanoumi,tsukidashi,M15w,Wakakirin,2007,11,7
1,0,M12e,Roho,okuridashi,M16e,Baruto,2007,11,7
1,0,M14w,Kaiho,uchigake,M12w,Hakurozan,2007,11,7
1,0,M13e,Kokkai,hatakikomi,M15e,Tochiozan,2007,11,7
1,0,J1e,Iwakiyama,yorikiri,M16w,Kasuganishiki,2007,11,7
1,0,J5w,Ryuo,tsukiotoshi,J1w,Toyozakura,2007,11,7
0,1,J2e,Hochiyama,tsukidashi,J5e,Chiyohakuho,2007,11,7
1,0,J6e,Shunketsu,sukuinage,J2w,Hakuba,2007,11,7
1,0,J3e,Tochinohana,yoritaoshi,J7e,Kitataiki,2007,11,7
0,1,J8e,Koryu,sukuinage,J3w,Otsukasa,2007,11,7
0,1,J4e,Shimootori,sotogake,J9w,Hoshihikari,2007,11,7
1,0,J8w,Masatsukasa,shitatenage,J4w,Kitazakura,2007,11,7
1,0,J10e,Mokonami,yorikiri,J6w,Kotokasuga,2007,11,7
1,0,J11e,Ichihara,okuridashi,J7w,Ushiomaru,2007,11,7
1,0,J9e,Satoyama,oshidashi,J14w,Yoshiazuma,2007,11,7
1,0,J14e,Sagatsukasa,hikiotoshi,J10w,Shirononami,2007,11,7
0,1,J13w,Kyokunankai,hatakikomi,J11w,Katayama,2007,11,7
0,1,J12e,Jumonji,tsukiotoshi,Ms1w,Kimurayama,2007,11,7
1,0,J13e,Sakaizawa,sukuinage,J12w,Asofuji,2007,11,7
0,1,Y1e,Hakuho,shitatenage,K1e,Ama,2007,11,8
0,1,M3e,Kakuryu,oshidashi,O2w,Kaio,2007,11,8
0,1,O1e,Kotomitsuki,hatakikomi,M3w,Tokitenku,2007,11,8
1,0,M2w,Dejima,oshidashi,O1w,Chiyotaikai,2007,11,8
1,0,M1e,Homasho,yorikiri,S1w,Asasekiryu,2007,11,8
0,1,S1e,Aminishiki,hatakikomi,M1w,Miyabiyama,2007,11,8
0,1,M2e,Kisenosato,yorikiri,K1w,Kotoshogiku,2007,11,8
1,0,M7e,Toyohibiki,tsukiotoshi,M4w,Kyokutenho,2007,11,8
1,0,M4e,Toyonoshima,okuridashi,M6w,Goeido,2007,11,8
1,0,M9e,Tamakasuga,hikiotoshi,M5w,Kasugao,2007,11,8
1,0,M5e,Takekaze,sukuinage,M9w,Futeno,2007,11,8
0,1,M6e,Tamanoshima,hatakikomi,M10e,Hokutoriki,2007,11,8
1,0,M11e,Tosanoumi,yorikiri,M7w,Tochinonada,2007,11,8
1,0,M8e,Wakanosato,oshidashi,M13e,Kokkai,2007,11,8
1,0,M15e,Tochiozan,oshidashi,M10w,Yoshikaze,2007,11,8
1,0,M15w,Wakakirin,kotenage,M12w,Hakurozan,2007,11,8
0,1,M12e,Roho,yorikiri,M16w,Kasuganishiki,2007,11,8
1,0,M14e,Kakizoe,oshidashi,M13w,Wakanoho,2007,11,8
1,0,M16e,Baruto,oshidashi,M14w,Kaiho,2007,11,8
0,1,J6e,Shunketsu,tsukidashi,J1w,Toyozakura,2007,11,8
0,1,J1e,Iwakiyama,yorikiri,J6w,Kotokasuga,2007,11,8
0,1,J5e,Chiyohakuho,uwatenage,J2w,Hakuba,2007,11,8
1,0,J2e,Hochiyama,yorikiri,J3e,Tochinohana,2007,11,8
0,1,J4e,Shimootori,yorikiri,J3w,Otsukasa,2007,11,8
1,0,J5w,Ryuo,oshidashi,J4w,Kitazakura,2007,11,8
1,0,J10e,Mokonami,yorikiri,J7w,Ushiomaru,2007,11,8
0,1,J7e,Kitataiki,hatakikomi,J9e,Satoyama,2007,11,8
1,0,J13e,Sakaizawa,katasukashi,J8w,Masatsukasa,2007,11,8
1,0,J8e,Koryu,hatakikomi,J13w,Kyokunankai,2007,11,8
1,0,J12w,Asofuji,yoritaoshi,J9w,Hoshihikari,2007,11,8
1,0,J14w,Yoshiazuma,hikiotoshi,J10w,Shirononami,2007,11,8
0,1,J12e,Jumonji,yoritaoshi,J11w,Katayama,2007,11,8
1,0,J11e,Ichihara,oshidashi,J14e,Sagatsukasa,2007,11,8
1,0,Y1e,Hakuho,yoritaoshi,M4e,Toyonoshima,2007,11,9
1,0,O1e,Kotomitsuki,yorikiri,M5e,Takekaze,2007,11,9
0,1,S1w,Asasekiryu,oshidashi,O1w,Chiyotaikai,2007,11,9
1,0,M3w,Tokitenku,oshidashi,O2w,Kaio,2007,11,9
0,1,S1e,Aminishiki,yorikiri,M2e,Kisenosato,2007,11,9
0,1,K1e,Ama,hikiotoshi,M1w,Miyabiyama,2007,11,9
0,1,M1e,Homasho,hatakikomi,K1w,Kotoshogiku,2007,11,9
0,1,M3e,Kakuryu,yorikiri,M2w,Dejima,2007,11,9
1,0,M5w,Kasugao,yorikiri,M4w,Kyokutenho,2007,11,9
0,1,M6e,Tamanoshima,yorikiri,M9w,Futeno,2007,11,9
1,0,M10e,Hokutoriki,tsukidashi,M6w,Goeido,2007,11,9
1,0,M7e,Toyohibiki,oshidashi,M9e,Tamakasuga,2007,11,9
0,1,M12e,Roho,oshidashi,M7w,Tochinonada,2007,11,9
1,0,M8e,Wakanosato,yorikiri,M12w,Hakurozan,2007,11,9
1,0,M16w,Kasuganishiki,yorikiri,M10w,Yoshikaze,2007,11,9
1,0,M11e,Tosanoumi,hikiotoshi,M14w,Kaiho,2007,11,9
0,1,M13e,Kokkai,tsukiotoshi,M16e,Baruto,2007,11,9
0,1,M15e,Tochiozan,yorikiri,M13w,Wakanoho,2007,11,9
0,1,M14e,Kakizoe,tsukitaoshi,M15w,Wakakirin,2007,11,9
1,0,J1e,Iwakiyama,yorikiri,J4w,Kitazakura,2007,11,9
1,0,J4e,Shimootori,yorikiri,J1w,Toyozakura,2007,11,9
0,1,J2e,Hochiyama,yorikiri,J6e,Shunketsu,2007,11,9
1,0,J6w,Kotokasuga,sukuinage,J2w,Hakuba,2007,11,9
0,1,J3e,Tochinohana,yorikiri,J5w,Ryuo,2007,11,9
1,0,J7e,Kitataiki,sotogake,J3w,Otsukasa,2007,11,9
0,1,J5e,Chiyohakuho,tottari,J9w,Hoshihikari,2007,11,9
0,1,J12e,Jumonji,oshidashi,J7w,Ushiomaru,2007,11,9
0,1,J8e,Koryu,oshidashi,J13e,Sakaizawa,2007,11,9
1,0,J10w,Shirononami,oshidashi,J8w,Masatsukasa,2007,11,9
1,0,J9e,Satoyama,yoritaoshi,J13w,Kyokunankai,2007,11,9
1,0,J10e,Mokonami,hikiotoshi,J12w,Asofuji,2007,11,9
1,0,J11e,Ichihara,yorikiri,J14w,Yoshiazuma,2007,11,9
0,1,J14e,Sagatsukasa,hatakikomi,J11w,Katayama,2007,11,9
1,0,Y1e,Hakuho,yorikiri,M4w,Kyokutenho,2007,11,10
1,0,M3w,Tokitenku,hatakikomi,O1w,Chiyotaikai,2007,11,10
1,0,M4e,Toyonoshima,yorikiri,O2w,Kaio,2007,11,10
1,0,O1e,Kotomitsuki,uwatenage,S1w,Asasekiryu,2007,11,10
1,0,S1e,Aminishiki,uwatedashinage,M6w,Goeido,2007,11,10
0,1,M3e,Kakuryu,yorikiri,K1w,Kotoshogiku,2007,11,10
1,0,K1e,Ama,hatakikomi,M2w,Dejima,2007,11,10
0,1,M1e,Homasho,oshidashi,M1w,Miyabiyama,2007,11,10
1,0,M2e,Kisenosato,oshidashi,M5e,Takekaze,2007,11,10
1,0,M10w,Yoshikaze,yoritaoshi,M5w,Kasugao,2007,11,10
0,1,M6e,Tamanoshima,hatakikomi,M12w,Hakurozan,2007,11,10
0,1,M10e,Hokutoriki,uwatedashinage,M7w,Tochinonada,2007,11,10
1,0,M7e,Toyohibiki,oshidashi,M13w,Wakanoho,2007,11,10
0,1,M8e,Wakanosato,yorikiri,M16e,Baruto,2007,11,10
0,1,M15e,Tochiozan,yoritaoshi,M9w,Futeno,2007,11,10
0,1,M9e,Tamakasuga,oshidashi,M13e,Kokkai,2007,11,10
0,1,M11e,Tosanoumi,hatakikomi,M12e,Roho,2007,11,10
1,0,M15w,Wakakirin,tsukitaoshi,M14w,Kaiho,2007,11,10
0,1,M14e,Kakizoe,okuritaoshi,M16w,Kasuganishiki,2007,11,10
1,0,J7w,Ushiomaru,tsukiotoshi,J1w,Toyozakura,2007,11,10
1,0,J1e,Iwakiyama,yorikiri,J4e,Shimootori,2007,11,10
1,0,J8e,Koryu,oshidashi,J2w,Hakuba,2007,11,10
1,0,J2e,Hochiyama,yorikiri,J7e,Kitataiki,2007,11,10
0,1,J5e,Chiyohakuho,shitatenage,J3w,Otsukasa,2007,11,10
0,1,J3e,Tochinohana,tsutaezori,J9e,Satoyama,2007,11,10
1,0,J9w,Hoshihikari,uwatenage,J4w,Kitazakura,2007,11,10
1,0,J13e,Sakaizawa,hikiotoshi,J5w,Ryuo,2007,11,10
1,0,J11w,Katayama,hatakikomi,J6w,Kotokasuga,2007,11,10
0,1,J6e,Shunketsu,tsukiotoshi,J12w,Asofuji,2007,11,10
0,1,J14w,Yoshiazuma,yoritaoshi,J8w,Masatsukasa,2007,11,10
1,0,J11e,Ichihara,uwatenage,J10w,Shirononami,2007,11,10
0,1,J10e,Mokonami,oshidashi,J14e,Sagatsukasa,2007,11,10
1,0,J12e,Jumonji,yorikiri,J13w,Kyokunankai,2007,11,10
1,0,Y1e,Hakuho,hatakikomi,S1w,Asasekiryu,2007,11,11
0,1,S1e,Aminishiki,hatakikomi,O2w,Kaio,2007,11,11
1,0,O1e,Kotomitsuki,yorikiri,M4e,Toyonoshima,2007,11,11
0,1,M4w,Kyokutenho,oshidashi,O1w,Chiyotaikai,2007,11,11
1,0,K1e,Ama,kubinage,M2e,Kisenosato,2007,11,11
1,0,M2w,Dejima,kubinage,K1w,Kotoshogiku,2007,11,11
0,1,M1e,Homasho,yorikiri,M3e,Kakuryu,2007,11,11
1,0,M5e,Takekaze,oshitaoshi,M1w,Miyabiyama,2007,11,11
1,0,M6w,Goeido,oshidashi,M3w,Tokitenku,2007,11,11
